10,10,0,0,0,0,0,0,0,0.088005
10,10,-3.3518e-08,0.00070906,0.00014224,0.0085087,0,0,0,0.086426
10,10,-2.6334e-07,0.0014054,0.00056555,0.016865,0,0,0,0.084877
10,10,-8.729e-07,0.0020892,0.0012649,0.025071,0,0,0,0.083358
10,10,-2.0322e-06,0.0027608,0.0022353,0.03313,0,0,0,0.081856
10,10,-3.8983e-06,0.0034203,0.0034719,0.041043,0,0,0,0.080377
10,10,-6.6162e-06,0.0040678,0.0049699,0.048814,0,0,0,0.078926
10,10.001,-1.0319e-05,0.0047037,0.0067246,0.056445,0,0,0,0.077506
10,10.001,-1.513e-05,0.0053281,0.0087314,0.063937,0,0,0,0.076106
10,10.001,-2.1159e-05,0.0059411,0.010986,0.071294,0,0,0,0.074725
10,10.001,-2.8509e-05,0.006543,0.013483,0.078518,0,0,0,0.073365
10,10.001,-3.7272e-05,0.007134,0.016219,0.08561,0,0,0,0.072029
10,10.002,-4.753e-05,0.0077142,0.019189,0.092573,0,0,0,0.070717
10,10.002,-5.9359e-05,0.0082838,0.022389,0.09941,0,0,0,0.069431
10,10.002,-7.2825e-05,0.0088429,0.025815,0.10612,0,0,0,0.068168
10,10.002,-8.7986e-05,0.0093918,0.029462,0.11271,0,0,0,0.066922
10,10.003,-0.00010489,0.0099306,0.033327,0.11918,0,0,0,0.065696
10,10.003,-0.00012359,0.010459,0.037406,0.12553,0,0,0,0.064489
10,10.003,-0.00014412,0.010978,0.041695,0.13176,0,0,0,0.063304
10,10.004,-0.00016651,0.011488,0.046189,0.13788,0,0,0,0.062139
10,10.004,-0.00019078,0.011988,0.050886,0.14389,0,0,0,0.060998
10,10.005,-0.00021696,0.012479,0.05578,0.14979,0,0,0,0.059879
10,10.005,-0.00024507,0.01296,0.06087,0.15557,0,0,0,0.058778
9.9999,10.006,-0.0002751,0.013433,0.066151,0.16125,0,0,0,0.057696
9.9999,10.006,-0.00030708,0.013896,0.071619,0.16683,0,0,0,0.056632
9.9999,10.006,-0.00034099,0.014351,0.077272,0.1723,0,0,0,0.055586
9.9999,10.007,-0.00037685,0.014797,0.083105,0.17768,0,0,0,0.05456
9.9999,10.007,-0.00041463,0.015235,0.089116,0.18295,0,0,0,0.053554
9.9999,10.008,-0.00045434,0.015665,0.095301,0.18813,0,0,0,0.052567
9.9999,10.008,-0.00049596,0.016086,0.10166,0.19321,0,0,0,0.0516
9.9998,10.009,-0.00053948,0.016499,0.10818,0.1982,0,0,0,0.050652
9.9998,10.01,-0.00058488,0.016905,0.11487,0.20309,0,0,0,0.049721
9.9998,10.01,-0.00063213,0.017303,0.12172,0.2079,0,0,0,0.048808
9.9998,10.011,-0.00068122,0.017693,0.12873,0.21262,0,0,0,0.047913
9.9998,10.011,-0.00073213,0.018075,0.13589,0.21725,0,0,0,0.047036
9.9997,10.012,-0.00078482,0.01845,0.14321,0.22179,0,0,0,0.046176
9.9997,10.013,-0.00083928,0.018818,0.15068,0.22626,0,0,0,0.045333
9.9997,10.013,-0.00089546,0.019179,0.15829,0.23064,0,0,0,0.04451
9.9997,10.014,-0.00095335,0.019533,0.16605,0.23494,0,0,0,0.043706
9.9996,10.014,-0.0010129,0.01988,0.17395,0.23917,0,0,0,0.042918
9.9996,10.015,-0.0010741,0.02022,0.182,0.24332,0,0,0,0.042146
9.9995,10.016,-0.0011369,0.020554,0.19017,0.24739,0,0,0,0.041389
9.9995,10.017,-0.0012013,0.020881,0.19849,0.25139,0,0,0,0.040651
9.9995,10.017,-0.0012673,0.021202,0.20693,0.25532,0,0,0,0.039932
9.9994,10.018,-0.0013347,0.021517,0.21551,0.25918,0,0,0,0.039228
9.9994,10.019,-0.0014036,0.021825,0.22421,0.26298,0,0,0,0.038539
9.9993,10.019,-0.001474,0.022128,0.23304,0.26671,0,0,0,0.037866
9.9993,10.02,-0.0015458,0.022424,0.24199,0.27037,0,0,0,0.037213
9.9992,10.021,-0.001619,0.022715,0.25106,0.27397,0,0,0,0.036578
9.9992,10.022,-0.0016936,0.023,0.26026,0.2775,0,0,0,0.035953
9.9991,10.022,-0.0017694,0.02328,0.26956,0.28098,0,0,0,0.035343
9.9991,10.023,-0.0018466,0.023554,0.27899,0.2844,0,0,0,0.034752
9.999,10.024,-0.0019251,0.023823,0.28852,0.28776,0,0,0,0.034182
9.9989,10.025,-0.0020047,0.024087,0.29817,0.29107,0,0,0,0.033624
9.9989,10.026,-0.0020856,0.024346,0.30793,0.29432,0,0,0,0.033078
9.9988,10.026,-0.0021677,0.0246,0.31779,0.29753,0,0,0,0.032546
9.9987,10.027,-0.002251,0.024849,0.32776,0.30068,0,0,0,0.032029
9.9986,10.028,-0.0023354,0.025093,0.33784,0.30378,0,0,0,0.03153
9.9986,10.029,-0.0024209,0.025333,0.34801,0.30683,0,0,0,0.031051
9.9985,10.03,-0.0025076,0.025568,0.35829,0.30984,0,0,0,0.030586
9.9984,10.031,-0.0025953,0.025798,0.36867,0.3128,0,0,0,0.030132
9.9983,10.031,-0.0026841,0.026025,0.37914,0.31571,0,0,0,0.029689
9.9982,10.032,-0.002774,0.026247,0.38972,0.31859,0,0,0,0.02926
